km,vechime_ani,zile_de_la_ultima_revizie,coolant_temp,oil_temp,oil_pressure,maf,map_kpa,battery_v,vibratii_relanti,defect,defect_type
111553.22241686498,13.827710869458564,269.77626051687776,113.44832730201388,119.60663112373659,1.6281548229598997,8.11871477071182,75.5268498194589,12.560186116352972,1.0482036770691723,1,supraincalzire
83556.3695878137,1.1269000300991832,48.474969045307574,89.91640158274737,88.04762201708174,2.462088640122929,8.940030138930561,51.76208295713399,11.907813072790583,1.1920967280851493,0,none
197854.31173619398,3.4443402129531013,78.08225532400249,90.89240101315315,90.81825043064256,1.7,8.255750458573017,57.7236975527424,12.25014381158723,0.6074264050237913,0,none
258682.13739700348,5.53681822031182,366.7203517332583,108.00441502620586,104.48859803217275,2.685871553520277,6.907712951255225,67.51725008565195,12.31753697847695,5.059230058509206,1,vibratii
78020.57101079781,3.302402028303609,189.40094895858851,100.41823089829069,120.63323645941927,2.110076363815967,5.350698047566154,54.43045458786471,12.867210767504472,0.7608185327482928,0,none
114255.98149976814,6.955127689799473,79.94259864255308,92.11449421164797,92.19238094225618,2.0422019014234345,6.846113700922668,66.28018857349302,11.8,0.5265125895435031,0,none
135953.0280719437,15.208065455527791,177.89179846117267,112.31123328939873,98.58250973378168,1.017433647475515,7.877982110182603,53.12329009071548,12.59735030425912,3.3752508600550133,1,mixt
171181.53844908607,12.005783276710083,61.02323610099775,86.20441177668846,86.87945675416947,3.1170644778021503,9.85626944331541,66.36048683555428,12.177702360766805,1.5847586959337754,0,none
51516.474473461305,5.913560094291462,76.2325522472548,91.82143770023326,97.72633126401685,1.7757361046000357,7.133793723856892,49.43808041150875,12.052055664825993,1.9568174786853707,0,none
196354.18328030454,8.394861562792576,30.246322019190366,89.21678366138667,86.25222903630413,2.538946956574594,7.096617485479068,41.973478831655356,12.48208101086419,1.164121696264436,0,none
32285.644736480324,12.582770356606492,211.29127203064613,86.78251609122671,86.34058242089371,2.3471318428375745,5.806242789355979,42.496844610768534,12.678927635091638,1.3760690969699556,1,none
133078.46155743138,3.3916714476785614,209.73323949691235,88.23347924140876,88.23963737624679,2.0207054104246787,7.551367847600572,58.79280034365163,12.950565889061773,1.6949908426539375,0,none
175272.36363771308,8.06797041257159,227.2576646514388,100.40059458803671,119.64634033344153,1.5165497334131877,5.995094266039402,58.114528343034394,12.359302596954779,1.3098469750402584,1,presiune_ulei
162559.31729752495,12.688342859846038,364.9488904610191,90.37560324658494,122.36143464561457,2.0052767322879,8.809208115965287,47.47108082771379,12.186978883872865,6.127375631359221,1,vibratii
92965.09518933139,8.504491630974377,224.49152869595875,85.06149890259275,102.2688108791369,2.410879955719903,7.44572146321889,55.139852218652926,12.617804094311902,1.3912346538462672,0,none
85121.74543417373,2.513660859510542,286.2796274189876,125.0,109.28218109245371,2.466984511026636,4.852519733806549,50.93056251227441,12.29529405277345,5.433140362263393,1,supraincalzire
287667.89679384883,14.468143833792352,130.52322904449687,101.65724430279934,127.18277692270915,2.002974231600867,2.997280249344553,37.96007137389624,12.208437147021396,0.9490220006271533,1,supraincalzire
168403.21892496748,10.85847122990904,49.635246603367605,84.2667553282317,111.48238536419262,2.3210989927701653,4.956773688047635,55.69919580994825,12.123314179888432,0.8617098684839248,0,none
57730.679199990074,10.001383778436614,204.3203158565289,96.61781053937975,99.23530725700577,2.8772000492299945,3.9907225152415076,51.82093451371537,12.1965481602868,1.2536516375073263,0,none
110480.70183505246,7.510490193318472,128.77632325850144,86.60638402045458,95.60570630365467,2.402105838152625,7.7173185055570555,66.65307535547177,13.076587899161165,1.339329036859125,0,none
59434.690317219334,0.6147531869042673,28.548794577650717,89.2696583967703,102.09115167654362,2.5717683481478364,8.920490013214915,57.893591569571115,12.375505589550137,1.3511285656198606,0,none
164447.1460372758,6.668878298792545,36.690509310320635,90.86517602360077,85.70056975888056,2.150764285342371,9.19286558178261,50.15969868427324,13.285022109341044,1.1991360660706443,0,none
203613.41296003375,6.244256520301143,153.3632758233995,87.78633558285945,84.08206678238747,2.3104587750307117,5.812492649604101,64.24357757187434,12.51211415596484,1.0727419128835933,0,none
203198.27678332393,4.604359625591367,174.28323081213625,94.62807529241518,91.70130502236215,1.904105267591094,7.710100335012967,59.63369806032687,11.964249659960153,1.3032667719586228,0,none
13654.554087083608,6.404931100232992,214.1970455249583,86.18428144317733,91.13767873020284,2.7046944632969043,9.366839217078768,72.94370054600358,12.960182755027066,1.1506196182664172,0,none
114420.84262654117,12.717791311351217,100.63223710267445,87.6443041238444,89.16570450901071,2.2549344269574494,8.014256604373987,55.02993291199956,12.619073491903919,1.5015356589909854,0,none
9249.78574867871,4.706346428870563,47.47436334220726,84.9955315374585,81.75923725451852,2.0342347016447944,5.3663277429146845,55.52173318657533,12.404152323058817,1.0484256145617332,0,none
200720.28568982927,2.9948092293537667,130.0989683881726,75.35227994933534,92.08449398188431,1.7,7.057695882876473,54.953670277756544,12.865936296176388,1.7344354767245043,0,none
9993.930204553073,5.720847956659624,210.0258271974028,93.9168179017646,90.53782923208462,2.6819875237348754,8.083842189907683,45.45208182869179,12.84086294487609,1.5143548554171773,0,none
95550.66384383079,13.996832580621493,387.20292721693136,82.26624899559161,104.81465907777763,0.6,6.673490264897842,56.096477545740086,13.35579555077062,2.999456754210287,0,none
77267.94323381534,11.205649532394386,201.40172789623787,87.53586292107488,93.42491441036873,2.0098840629262256,6.633131754316307,39.07205740278472,12.18049270464841,1.302053720749111,0,none
273605.07231191,16.217824220517592,194.19736505840064,100.61436340511504,98.46075561380921,1.7099230719481586,7.1766331609795495,50.91666837173331,12.010661619070403,3.2572840315657587,1,mixt
116038.7715666628,1.5137474000599231,174.6823917524924,93.84198106806454,104.93567997451049,2.79553476074158,7.982558683380198,60.98347047074883,12.681881200671276,0.7061980464538303,0,none
201600.93121013616,7.954163311793252,215.70796248278327,113.50940827744468,97.24906174170255,0.6,6.6153004846874515,56.02031297240574,12.527646050719003,1.7101562154405157,1,presiune_ulei
36575.702986601915,12.079053435963399,197.54990638802275,86.42155945326188,89.51317859058686,2.8835976576822286,6.73609955936605,67.88444249318252,12.52159662191763,1.2167525263897094,0,none
104906.12213932586,5.2770798950610835,52.605411954871755,84.74097501366332,95.11622305550056,2.6415365486674043,7.7569395168439605,51.1575408711943,12.856665292634617,1.663587931418729,0,none
34500.42042498166,9.218849594572278,107.69508172830014,88.66367873547206,95.0107187740359,2.9155337502663508,3.0786045943358613,40.8231582984043,12.08452535076897,1.0365327085940375,0,none
126780.4399240736,7.802541005167561,198.85126196130858,97.0,91.7060046585228,2.27274584839262,5.16127360449873,35.91869586774733,12.459091934757016,0.7509666075401884,0,none
125662.95959635949,5.518098835828022,64.96722275882568,90.50483175245209,84.4360881267437,2.6991400055474464,5.71966128543704,61.32857914607307,12.496276463183632,0.5806256254149234,0,none
41971.47566645991,12.48564267316594,112.7894256689616,94.04506462591935,92.94676706880198,2.6625426342479304,10.094069576301099,74.60484600783028,12.070200041712125,0.7830600999792822,0,none
49501.809322780544,6.033729672954459,42.27319180153917,87.38561976033343,89.79549103675527,2.1640256383964216,5.860260696939666,46.20490371341057,13.29857150704662,1.3338799820334997,0,none
195998.57240851072,13.02939936868986,23.959453722429647,79.7319443389128,80.51505056015684,1.7,5.087425641123035,68.24955679381631,12.484447341303476,1.7807536930445282,0,none
14497.647132994673,5.737456505768365,77.74480054503269,84.54011624659785,99.47632296492932,2.5981657155011915,6.120715806191868,43.77231567729005,12.085555083835605,1.2389274938646577,0,none
32531.311267774192,4.630981644483598,46.36999738683133,97.0,105.21584665758435,2.0495479985352096,9.693737935260836,49.69023495444285,12.865705484359049,1.2305939817229898,0,none
124188.50367830269,6.706008935890761,269.5321939479355,97.10075594283549,112.35180483319309,0.6,5.839373564787239,48.7151526986321,12.77107314635288,1.1826577821704642,1,presiune_ulei
201426.76750819746,2.9561780339440826,287.90993343549053,85.75033186090519,118.94024310745232,1.0704525565181167,7.037368505783289,49.00250550881135,13.067024608197618,5.560573217110682,1,presiune_ulei
63123.48446285542,2.416118713671878,185.97789681151872,75.2248126647999,97.06112336736929,2.6959190879686488,4.479009076527015,48.38583107693184,12.094887378718303,0.7655919623360563,0,none
26737.82567615077,11.391288050910921,115.62325232692119,86.49338447177853,75.15433192012367,2.0512534808991636,8.972643094564315,27.220057192714275,12.378366805732268,0.6689996496897334,0,none
66145.38393328291,4.392393334057229,209.84022152035516,86.78234833794778,98.0083549569809,1.8802305823053973,8.90466170126999,47.39491151928635,12.30373604256929,1.1899884923178552,0,none
104271.34739466952,7.407062336956736,51.43833668519679,87.25714423402204,100.93623122383593,1.7427039319119322,5.280374377891658,63.7654360408152,12.59453340196905,1.3853872119570392,0,none
145108.9356060237,12.225445397028754,152.2162641520148,83.21270341828902,98.42237118597706,2.553646860286113,6.157255372886067,44.676029804451524,13.308445547731527,1.3470795616746103,0,none
199142.6679823194,0.8225834907880438,224.60978448265934,80.24870639060985,97.82101763133738,3.0695341827061133,7.745884259515697,51.237878962165354,12.322513151850115,1.0153470119947008,0,none
18570.191701332267,13.568782034790065,74.55700441945987,85.72188084914464,98.01558228556297,2.0055542314296977,9.125809706959098,67.45634960171873,12.835856684012526,0.5183603508929072,0,none
207827.20552473835,1.951706543714693,190.98925564007283,91.33645164293891,96.41809093559084,2.5019309958965827,9.357778227604953,67.2603390991068,11.8,1.057152650323043,0,none
89173.97096215274,1.4385946464664947,18.58466046250517,90.01840563213923,87.67341218162849,2.164830791712113,9.363829814672057,49.57442179888175,12.661774371153719,0.35795184777255573,0,none
115887.47040193103,13.119241656634706,234.52625517944577,95.09518445051594,92.40812179602855,2.328575669733048,6.213351016055225,49.19348597254415,12.743134714069942,1.3151580825469003,0,none
48401.45909605134,11.248053965299132,148.26933804133998,78.592417501417,105.08749858850388,2.87876760775234,5.63654591045505,77.29273610555973,12.84842159903086,1.6370125530703101,0,none
171769.21307043108,4.092578379822757,316.0428692581579,102.28338128826546,87.70845101490168,1.9397256206520535,8.473841194231667,61.54659528447786,12.760924617283743,3.8485646283745982,1,mixt
145651.59392925183,3.3058992232327244,317.138205440304,116.49879544728105,129.00081698448074,2.2060748768757508,10.721247667010696,70.16440100589404,12.39270203254953,4.589374902723838,1,supraincalzire
84746.14913145888,6.066128391695011,194.9095106848942,88.24153901200278,84.70885331933042,1.9239095717987356,4.7165817565020145,37.32377887060619,12.538319875806481,1.7062697647686114,0,none
197357.89567658023,3.9616936643393057,26.573822064133044,79.25717252248266,91.87457917920644,2.997048438190597,7.719965346154477,60.633130735164244,12.540104552958358,1.348474592395769,0,none
81901.76577808446,6.801987979996157,35.382228836540605,89.07244577971797,90.06965529446313,2.3920601536360238,6.003935755735115,44.28298673138256,12.376234840435224,0.7032051140827522,0,none
180240.71568703215,6.385720737754378,196.93369983356658,84.25237955070892,105.6011738309987,2.515601480965807,6.661225915928969,59.987194410697235,11.8,1.1805898846615916,0,none
33141.42113285644,6.255739484866893,72.71151092095249,76.01519984266085,81.54138814567179,2.473601951880151,5.856197500963985,68.12025262219915,12.389688963540172,0.32946116892909694,0,none
196302.58530607176,12.738793802467859,189.94835707382936,94.47327423417843,104.58815869213355,2.340364051825361,3.5844901320370304,61.172815804922585,12.694376079978001,1.3392262065706253,0,none
28361.27720138642,3.307451792256528,190.3211949503113,77.87591383351989,87.5578825018396,2.9307290263538675,6.5825602831986405,63.39922605132798,12.582934386051736,1.1527688297999223,0,none
117627.61034336542,8.494746480280893,295.503244375192,90.37305463817505,105.16909851785337,0.747100214893419,6.069245841276405,51.34530405885775,12.018430243989457,0.9172330013462346,1,presiune_ulei
61888.48514942403,6.13340728862066,103.80374237816787,88.1507722672962,93.24051363786931,2.5195280399378808,6.979297971034259,40.464007200683696,12.058163745399993,1.2132406090132377,0,none
13308.52661278019,3.0703734171767563,124.5395141969002,91.30121497615865,89.37544735281759,2.358221830253093,4.406538370706958,31.55656691581126,12.829968030428846,0.7567522825240012,0,none
242758.06756284434,11.114416361015227,277.79381643517206,100.27345070118373,98.62030735183673,1.0717693243181543,7.38176126548551,70.77768204931886,12.126342180834289,5.824053476436422,1,mixt
69969.47092803573,15.432749266692898,165.58794951470705,118.50997120052165,80.7841068853914,1.5547065888334217,5.783695858209751,60.7740257751925,12.516295115664752,5.163786533471811,1,mixt
138067.02195230807,10.687542995070075,30.79038204266884,89.69841152805994,103.67612128743973,1.7821728896440028,8.558110514747694,55.08281909957927,12.428676348606409,0.5379981445267993,0,none
66888.7983503531,1.826245832500469,57.20124704689443,88.32074747570485,94.04664930137663,2.809338351552859,6.714151729577775,48.05861438854335,12.322689056410079,1.7727972459395986,0,none
117464.45734505271,2.8017172274634117,190.8557420598503,77.4411057538272,101.01437172668365,2.445017557371943,10.819122879318275,43.99864446275694,12.464068268135778,2.009229465415378,0,none
93660.6065739033,12.28243881447586,68.1723145263637,83.80791738409103,94.28543677839413,1.8406816686531502,7.2161975229889315,59.500206734218324,12.42040320557464,0.47322709923684547,0,none
183363.01295342657,0.5374216041718054,52.83789387655192,81.84753923333257,90.69750922914288,2.829947284298053,5.976794574580039,61.40213659328759,12.311589328998448,1.3115764023833436,0,none
88018.98851582751,11.893433770814891,217.51735324886783,79.7083058118182,111.44174268367848,0.6,7.656339225087282,50.34231835141922,13.331112292509252,0.41802843218829056,1,presiune_ulei
208804.70547874094,6.6005063148725425,347.7720584413384,98.17664395184477,110.7764060193532,1.473429624645862,6.0661114291101095,49.715738688844745,12.712201904638048,4.80316559072664,1,supraincalzire
117256.89497417744,10.035945773905937,107.37426043010628,93.48774432392108,84.05332561959106,2.3336555709612523,5.68839371396665,56.113504293981116,12.363978386626613,1.864827149238601,0,none
152500.72194376853,12.018452903049202,18.658720062010108,89.88291412064274,91.06602064215892,2.712499535713034,5.760783901578567,48.81053447408637,12.270270187258163,0.9454625632402325,0,none
216782.830299427,10.59555607271064,307.89482014736245,103.85157786254456,85.59039746685254,1.4073566093890881,5.991867983590929,44.42845125861726,12.131839454485554,3.2277272221275433,1,mixt
112326.75846577802,8.752127573439035,222.71294595979782,79.91918470732261,96.68533502179696,2.0074991338939605,9.339768421557377,63.09194731853172,12.533403663470708,0.3,0,none
191564.25489280996,15.156966120713347,198.26405120016383,103.10738261259002,108.35838673517125,0.6,6.9873527754028215,57.73842398308456,12.394732395303643,0.36652716506945926,1,presiune_ulei
199745.24837656593,7.10289316052426,181.46235545108468,93.76440584556678,79.37747575961401,1.7091581455493627,7.438086152517632,54.928831448714845,12.559561930117177,0.9920428161723994,0,none
118256.24474289616,9.018575501652498,206.39293048838545,92.61541724822277,104.77382932974075,2.625595444194393,5.59257211621199,61.73794393667758,12.801185397786506,1.9014673115095886,0,none
176666.3941380324,3.9140009099747197,77.004017776125,90.48769771016022,99.62929307052133,2.4307870137158507,7.351335883487911,52.4129409831427,13.017397627500621,0.7946885173292955,0,none
45573.12515621764,11.937188129114736,107.10776125930596,75.7736289535917,95.26156180202616,2.0085929639777094,6.384719823971333,61.61378189891708,12.275460047726003,1.304076910234514,0,none
16811.02267749889,8.227836711830266,5.213629368981509,94.26246038632297,98.14701496203277,1.9110632797871039,8.048988897874212,44.15389377563762,12.994379574486352,1.6608444779284612,1,none
43399.89777488031,12.673877805377607,131.87846707201396,89.41341922383937,101.9754749321556,2.2033677097660433,6.0140916160148885,43.05634519275541,12.127434538855839,0.3772221098513239,0,none
82328.25313832135,3.2969393189106713,11.031179841633616,96.53263809954134,91.34552015409069,2.4355066007275172,3.787371118712527,57.667361679766415,12.127754094697849,1.2898357580601816,0,none
27101.50467112113,6.755309727260178,144.81742979702608,75.06386174470012,92.86869172739858,2.196442123001438,4.518368940243112,59.530187563121714,12.342510366347373,0.7159188186096453,0,none
267889.7489401329,2.0045335849639354,357.09664322423043,91.63466672049191,95.25896080581624,1.559650508852748,6.248261586402037,63.17583545251836,10.91697477219142,1.429419318499253,1,baterie_slaba
106580.76567636496,7.235659051587281,74.93142550129878,84.50130956618385,86.86220527118687,2.7031788203004847,8.17188449562054,37.80838866123953,12.358742758518233,0.8115664519450753,0,none
214792.75710072447,7.377462712750303,349.96833507965323,98.09693019403623,88.5870492738524,1.015603799035784,7.151722975568601,42.15661965706605,10.59548288453311,1.029145588118322,1,baterie_slaba
100973.74081089754,13.351057229529427,156.1907015322568,84.48369016014665,96.31456527505533,2.1758284748506007,6.5665701966865,52.63869908222014,12.242964284913045,1.4182922408237006,0,none
99831.64736771611,5.918082053522187,125.25034432532541,86.15981627304437,95.837520239105,2.9938053390397976,4.855430067166074,62.69856893055355,11.837390093566663,1.2977729212028808,0,none
89725.47444622047,11.382175262773837,90.68103460627775,86.48762310757986,88.71218713654916,2.2985435345837955,7.317409857002303,47.327829314693595,12.21780136276036,0.5878904530835215,0,none
9787.796435364002,8.4989441267966,183.32257614920593,90.35206562419454,97.4306994051005,2.367960993203627,6.150685074992564,77.14152615791912,12.341817157051272,0.9003550299958036,0,none
77301.45354188277,13.829534779039172,3.8953095221931466,81.33441342870567,104.51027291483099,2.618986450058654,4.976732812883338,72.77182840257724,12.730579078928168,1.1954117479687292,0,none
113373.73991137845,1.4516843720415669,101.67722893214521,90.85961780394388,95.11744111911769,2.123504776146339,7.207887766665718,54.30201214237862,12.03328398844303,0.5376844419041164,0,none
88826.23580761094,7.523981416631231,234.36649593963494,85.03919074507675,100.27587371401516,2.261080155566773,7.1819970455778295,62.36836530920051,12.338105499286398,1.6484496980242818,0,none
118064.48539615994,5.601930987668187,366.50037712300025,83.41936409613604,88.95831042473831,0.6,8.0567081064775,59.979229342693785,12.535789830876595,4.470567307958865,1,presiune_ulei
240750.41077798666,5.637699838668057,149.36943849311984,100.68061496648032,92.52782107843001,1.7853704004073687,8.543281091582934,54.67662881304785,12.685742878308657,3.296563487484856,1,mixt
87811.06353153338,4.8783068203197315,78.70173204736896,90.44358336241281,98.09646983516595,1.9962137792600836,7.253516880799576,65.22407225360472,12.771975535646815,1.1571213958437294,0,none
171396.9793070961,10.75364229347055,202.6253658197867,88.7912428787269,101.55011160277954,2.433107386535195,8.255501945810698,63.70822770366639,12.218415679421316,0.38633517890816427,0,none
74810.42888419182,10.150719279009813,226.49717065056575,99.72970673170543,90.90350864544698,2.8903086511095384,5.324340565785903,47.30222661607971,11.614857192599354,4.195224021159213,1,baterie_slaba
94814.80656801052,3.751737920161016,120.64303795105606,89.1590894788792,112.0,2.2166795275105677,7.675662430600576,65.68462067244297,12.534300669934783,2.2520303036274743,0,none
185199.35928851538,2.161034176752669,126.3504217524033,93.07782437384638,97.55275867218859,2.8406901972671577,6.848055503051725,51.67831470160995,13.446394787547785,1.3774069422489137,0,none
133539.0471393338,11.4594367733907,16.206555460332808,88.76417485393891,94.49193060449385,2.656022342779327,5.6452094513855675,44.24427713856984,12.578504057513557,1.4704316781149536,0,none
159383.40237636384,6.308653009211564,37.50991727063401,82.33627885166798,105.40926678921625,2.6216975393595723,7.967989401086197,67.4721142114245,13.484427236883553,0.43084825324042997,0,none
81360.45070368245,6.443813240719661,99.87880321614979,80.70037770826357,97.68033894029931,2.418094412500015,7.769645863621848,60.07728451638253,12.711052398699337,1.031965978429253,0,none
25214.558466298527,13.307949042838914,179.6434720543429,88.10400777490784,94.02555820757333,2.23605100573519,10.217481779840822,60.489828740769106,12.754134426506218,0.7810169304260535,0,none
87973.0776645912,2.9180416881563622,62.855129895536514,88.08443249724102,93.27880667383097,2.115313355678663,6.136743708926176,53.23140806427204,12.531780008263517,1.4721562121477556,0,none
200606.47895127206,11.152682214738691,14.09248359603593,85.39479740044669,101.32314781572939,2.7428548694045904,9.066698345053878,72.78320906719823,12.196754351469197,1.20625419419963,0,none
160537.74420111658,12.197193210923627,150.94752411906651,83.38986604271253,95.687947845981,2.1220847604054014,5.240546646649054,57.34298360376898,12.552822534382274,1.4606768870944198,0,none
